,H2O(L),H+,OH-,Cl-,Nd+++,Pr+++,(HA)2(org),dodecane,Nd(H(A)2)3(org),Pr(H(A)2)3(org)
0,1.1101687012358372,0.004156995334332634,1.934698559540234e-15,0.004159545968076394,7.145647849076813e-07,1.3564646365873187e-07,0.142851160587788,0.13385387618516453,2.447316701759835e-06,5.009384802695677e-07
1,1.1101687012358372,0.0041481505687865515,1.940596674020291e-15,0.004159545968076395,3.1618814866675163e-06,6.365849439282996e-07,0.1428201027301735,0.13385387618516456,1.092843061779672e-05,2.3724437690655627e-06
2,1.1101687012358374,0.004117092711172074,1.9615330283523098e-15,0.004159545968076396,1.1642995402704398e-05,2.508090232724295e-06,0.14270640685080616,0.1338538761851646,4.1548702332349785e-05,9.650798510301786e-06
3,1.1101687012358377,0.004003396831804787,2.041271582485105e-15,0.0041595459680763966,4.226326711725746e-05,9.786444973960518e-06,0.14222510304765457,0.13385387618516456,0.00016935020754530882,4.228389434786996e-05
4,1.1101687012358372,0.003522093028653605,2.441305576016108e-15,0.0041595459680763966,0.00017006477233021654,4.24195408115287e-05,0.13870321001900338,0.13385387618516453,0.0010919212259771405,0.0002936772187997581
5,1.1101687012358397,2.0000000000000002e-07,0.0,0.0041595459680763966,0.0010926357907620485,0.0002938128652634169,,,,
6,1.2592958402078154,0.004281528234716503,2.7028331204717645e-15,0.005312242717005924,0.0002750958138059984,6.847568029137888e-05,0.13870248236986588,0.13385387618516456,0.0010925913511364797,0.00029324964335292734
7,1.2592958402078154,0.004280800585578976,2.703463244998813e-15,0.005312242717005923,0.0002757659389653381,6.804810484454805e-05,0.138697562099669,0.13385387618516456,0.0010958923896808369,0.0002915886948741946
8,1.2592958402078156,0.004275880315382105,2.7077296324912637e-15,0.005312242717005923,0.000279066977509695,6.638715636581527e-05,0.1386631041676057,0.13385387618516453,0.001113375886686773,0.0002855911752226869
9,1.2592958402078156,0.004241422383318847,2.7378994942520004e-15,0.005312242717005923,0.0002965504745156315,6.038963671430772e-05,0.13841104741067584,0.13385387618516456,0.001215981716513623,0.00026700426437244933
10,1.2592958402078152,0.003989365626389244,2.975159269800328e-15,0.0053122427170059225,0.00039915630434248146,4.180272586407013e-05,0.13620161237772743,0.13385387618516456,0.0019942627866938265,0.00022520153850837915
11,1.259295840207818,0.0017799305934378677,0.0,0.0053122427170059225,0.001177437374522685,0.0,0.1428600053533341,0.13385387618516456,0.0,0.0
12,1.2407767837341037,0.038047489377335555,3.551541411343548e-16,0.04470588235293868,0.0019942627866939545,0.0002252015385083603,0.14284349993747994,0.13385387618516129,4.9046045675074496e-06,5.972007155135837e-07
13,1.2407767837341037,0.044689376937091296,2.661917447074837e-16,0.04470588235293807,4.904604567500432e-06,5.972007155128109e-07,0.14285998785013906,0.13385387618516467,5.157278965654849e-09,6.771179052955984e-10
14,1.2407767837341301,0.04470586484974828,2.660173739428433e-16,0.04470588235293919,5.1572789597001765e-09,6.771179043148685e-10,0.14286000533480772,0.133853876185168,5.4120853883473096e-12,7.661885676839036e-13
15,1.2407767837341739,0.044705882334406366,2.6601718894086484e-16,0.04470588235294118,5.412079434539875e-12,7.661875877768522e-13,0.14286000535332263,0.13385387618516803,5.6794627265979235e-15,8.669729696130919e-16
16,1.2407767837341737,0.04470588235292182,2.660171889408654e-16,0.04470588235294118,5.673508918480144e-15,8.659930626174048e-16,0.14286000535334226,0.13385387618516803,5.953808117082614e-18,9.799069957495353e-19
17,1.2407767837341739,0.04470588235294118,0.0,0.04470588235294118,0.0,0.0,0.13870321001900338,0.13385387618516453,0.0010919212259771405,0.0002936772187997581
